Mod:Item:MetaData, Localized Name
opencomputers:endstone:0, End Stone
opencomputers:netsplitter:0, Net Splitter
opencomputers:transposer:0, Transposer
opencomputers:carpetedcapacitor:0, Carpeted Capacitor
opencomputers:material:1, Grog
opencomputers:material:10, Arithmetic Logic Unit (ALU)
opencomputers:material:15, Arrow Keys
opencomputers:material:14, Button Group
opencomputers:material:5, Card Base
opencomputers:material:28, Chamelium
opencomputers:material:3, Circuit Board
opencomputers:material:11, Control Unit (CU)
opencomputers:material:0, Cutting Wire
opencomputers:material:29, Diamond Chip
opencomputers:material:12, Disk Platter
opencomputers:material:23, Drone Case (Tier 1)
opencomputers:material:24, Drone Case (Tier 2)
opencomputers:material:25, Drone Case (Creative)
opencomputers:material:27, Ink Cartridge
opencomputers:material:26, Ink Cartridge (Empty)
opencomputers:material:13, Interweb
opencomputers:material:7, Microchip (Tier 1)
opencomputers:material:8, Microchip (Tier 2)
opencomputers:material:9, Microchip (Tier 3)
opencomputers:material:20, Microcontroller Case (Tier 1)
opencomputers:material:21, Microcontroller Case (Tier 2)
opencomputers:material:22, Microcontroller Case (Creative)
opencomputers:material:16, Numeric Keypad
opencomputers:material:4, Printed Circuit Board (PCB)
opencomputers:material:2, Raw Circuit Board
opencomputers:material:17, Tablet Case (Tier 1)
opencomputers:material:18, Tablet Case (Tier 2)
opencomputers:material:19, Tablet Case (Creative)
opencomputers:material:6, Transistor
opencomputers:tool:0, Analyzer
opencomputers:tool:1, Network Debugger
opencomputers:tool:4, OpenComputers Manual
opencomputers:tool:5, Nanomachines
opencomputers:tool:2, Remote Terminal
opencomputers:tool:3, Texture Picker
opencomputers:wrench, Scrench
opencomputers:hoverboots, Hover Boots
opencomputers:component:16, Accelerated Processing Unit (APU) (Tier 2)
opencomputers:component:17, Accelerated Processing Unit (APU) (Tier 3)
opencomputers:component:18, Accelerated Processing Unit (APU) (Creative)
opencomputers:component:3, Component Bus (Tier 1)
opencomputers:component:4, Component Bus (Tier 2)
opencomputers:component:5, Component Bus (Tier 3)
opencomputers:component:0, Central Processing Unit (CPU) (Tier 1)
opencomputers:component:1, Central Processing Unit (CPU) (Tier 2)
opencomputers:component:2, Central Processing Unit (CPU) (Tier 3)
opencomputers:component:20, Disk Drive
opencomputers:component:6, Memory (Tier 1)
opencomputers:component:7, Memory (Tier 1.5)
opencomputers:component:8, Memory (Tier 2)
opencomputers:component:9, Memory (Tier 2.5)
opencomputers:component:10, Memory (Tier 3)
opencomputers:component:11, Memory (Tier 3.5)
opencomputers:component:13, Server (Tier 1)
opencomputers:component:14, Server (Tier 2)
opencomputers:component:15, Server (Tier 3)
opencomputers:component:12, Server (Creative)
opencomputers:component:19, Terminal Server
opencomputers:card:10, Data Card (Tier 1)
opencomputers:card:11, Data Card (Tier 2)
opencomputers:card:12, Data Card (Tier 3)
opencomputers:card:0, Debug Card
opencomputers:card:1, Graphics Card (Tier 1)
opencomputers:card:2, Graphics Card (Tier 2)
opencomputers:card:3, Graphics Card (Tier 3)
opencomputers:card:8, Internet Card
opencomputers:card:9, Linked Card
opencomputers:card:6, Network Card
opencomputers:card:4, Redstone Card (Tier 1)
opencomputers:card:7, Wireless Network Card (Tier 2)
opencomputers:upgrade:32, Component Bus (Creative)
opencomputers:upgrade:0, Angel Upgrade
opencomputers:upgrade:1, Battery Upgrade (Tier 1)
opencomputers:upgrade:2, Battery Upgrade (Tier 2)
opencomputers:upgrade:3, Battery Upgrade (Tier 3)
opencomputers:upgrade:4, Chunkloader Upgrade
opencomputers:upgrade:5, Card Container (Tier 1)
opencomputers:upgrade:6, Card Container (Tier 2)
opencomputers:upgrade:7, Card Container (Tier 3)
opencomputers:upgrade:8, Upgrade Container (Tier 1)
opencomputers:upgrade:9, Upgrade Container (Tier 2)
opencomputers:upgrade:10, Upgrade Container (Tier 3)
opencomputers:upgrade:11, Crafting Upgrade
opencomputers:upgrade:12, Database Upgrade (Tier 1)
opencomputers:upgrade:13, Database Upgrade (Tier 2)
opencomputers:upgrade:14, Database Upgrade (Tier 3)
opencomputers:upgrade:15, Experience Upgrade
opencomputers:upgrade:16, Generator Upgrade
opencomputers:upgrade:27, Hover Upgrade (Tier 1)
opencomputers:upgrade:28, Hover Upgrade (Tier 2)
opencomputers:upgrade:17, Inventory Upgrade
opencomputers:upgrade:18, Inventory Controller Upgrade
opencomputers:upgrade:26, Leash Upgrade
opencomputers:upgrade:30, MFU
opencomputers:upgrade:19, Navigation Upgrade
opencomputers:upgrade:20, Piston Upgrade
opencomputers:upgrade:21, Sign I/O Upgrade
opencomputers:upgrade:22, Solar Generator Upgrade
opencomputers:upgrade:23, Tank Upgrade
opencomputers:upgrade:24, Tank Controller Upgrade
opencomputers:upgrade:25, Tractor Beam Upgrade
opencomputers:upgrade:29, Trading Upgrade
opencomputers:upgrade:31, Wireless Network Card (Tier 1)
opencomputers:storage:0, EEPROM
opencomputers:storage:1, Floppy Disk
opencomputers:storage:2, Hard Disk Drive (Tier 1) (1MB)
opencomputers:storage:3, Hard Disk Drive (Tier 2) (2MB)
opencomputers:storage:4, Hard Disk Drive (Tier 3) (4MB)
opencomputers:misc:1, Crecopter
opencomputers:misc:0, Microcontroller
opencomputers:misc:0, Creatix
opencomputers:misc:0, Tablet
opencomputers:misc:0, Hover Boots
opencomputers:misc:0, EEPROM (Lua BIOS)
advgenerators:iron_frame, Iron Frame
advgenerators:power_io, Power IO Module
advgenerators:iron_tubing, Iron Tubing
advgenerators:iron_wiring, Redstone-Iron Wiring
advgenerators:controller, Control Circuit
advgenerators:pressure_valve, Pressure Valve
advgenerators:advanced_pressure_valve, Advanced Pressure Valve
advgenerators:upgrade_kit, Upgrade Kit
advgenerators:turbine_controller, Gas Turbine controller
advgenerators:exchanger_controller, Heat Exchanger Controller
advgenerators:steam_turbine_controller, Steam Turbine Controller
advgenerators:syngas_controller, Syngas Producer Controller
advgenerators:forge_output, Forge Energy Emitter
advgenerators:fluid_input, Fluid Intake Valve
advgenerators:fluid_output_select, Fluid Output Valve
advgenerators:item_input, Item Input Port
advgenerators:item_output, Item Output Port
advgenerators:fuel_tank, Fuel Tank
advgenerators:heating_chamber, Heating Chamber
advgenerators:mixing_chamber, Mixing Chamber
advgenerators:heat_exchanger, Heat Exchanger
advgenerators:sensor, Sensor Module
advgenerators:control, Redstone Control Module
advgenerators:efficiency_upgrade_tier1, Fuel/Air Mixer
advgenerators:efficiency_upgrade_tier2, Gas Mix Compressor
advgenerators:generators_data_port, Machine Data Port
advgenerators:steam, Steam
advgenerators:syngas_flaming, tile.advgenerators.syngas_flaming.name
advgenerators:syngas, Syngas
advgenerators:turbine_rotor_gold, Gold Plated Turbine Rotor
advgenerators:turbine_kit_gold, Gold Plated Turbine Upgrade Kit
advgenerators:turbine_gold, Gold Plated Turbine
advgenerators:turbine_blade_iron, Iron Turbine Blade
advgenerators:turbine_rotor_iron, Iron Turbine Rotor
advgenerators:turbine_iron, Iron Turbine
advgenerators:power_capacitor_redstone, Basic Power Capacitor
advgenerators:capacitor_kit_advanced, Advanced Capacitor Upgrade Kit
advgenerators:power_capacitor_advanced, Advanced Power Capacitor
advgenerators:capacitor_kit_dense, High Density Capacitor Upgrade Kit
advgenerators:power_capacitor_dense, High Density Power Capacitor
moreplanets:diona_cobblestone_slab, Diona Cobblestone Slab
moreplanets:chalos_cobblestone_slab, Chalos Cobblestone Slab
moreplanets:nibiru_cobblestone_slab, Nibiru Cobblestone Slab
moreplanets:diona_dungeon_brick_slab, Diona Dungeon Brick Slab
moreplanets:chalos_dungeon_brick_slab, Chalos Dungeon Brick Slab
moreplanets:nibiru_dungeon_brick_slab, Nibiru Dungeon Brick Slab
moreplanets:alien_ship_decoration_slab, Alien Ship Decoration Slab
moreplanets:cheese_spore_slab, Cheese Spore Slab
moreplanets:infected_oak_slab, Infected Oak Slab
moreplanets:alien_berry_oak_slab, Alien Berry Oak Slab
moreplanets:infected_oak_pressure_plate, Infected Oak Pressure Plate
moreplanets:alien_berry_oak_pressure_plate, Alien Berry Oak Pressure Plate
moreplanets:dark_energy_storage_cluster, Dark Energy Storage Cluster
moreplanets:nuclear_waste_energy_storage_cluster, Nuclear Waste Energy Storage Cluster
moreplanets:space_warp_pad, Space Warp Pad
moreplanets:dark_energy_receiver, Dark Energy Receiver
moreplanets:space_portal, Space Portal
moreplanets:black_hole_storage, Black Hole Storage
moreplanets:alien_defender_beacon, Alien Defender Beacon
moreplanets:shield_generator, Shield Generator
moreplanets:alien_ship_booster, Alien Ship Booster
moreplanets:alien_ship_decoration_0, Alien Ship Decoration
moreplanets:alien_ship_decoration_1, Alien Ship Decoration
moreplanets:alien_chest, Alien Chest
moreplanets:tinted_glass, Tinted Glass
moreplanets:white_tinted_glass, White Tinted Glass
moreplanets:orange_tinted_glass, Orange Tinted Glass
moreplanets:magenta_tinted_glass, Magenta Tinted Glass
moreplanets:light_blue_tinted_glass, Light Blue Tinted Glass
moreplanets:yellow_tinted_glass, Yellow Tinted Glass
moreplanets:lime_tinted_glass, Lime Tinted Glass
moreplanets:pink_tinted_glass, Pink Tinted Glass
moreplanets:gray_tinted_glass, Gray Tinted Glass
moreplanets:silver_tinted_glass, Light Gray Tinted Glass
moreplanets:cyan_tinted_glass, Cyan Tinted Glass
moreplanets:purple_tinted_glass, Purple Tinted Glass
moreplanets:blue_tinted_glass, Blue Tinted Glass
moreplanets:brown_tinted_glass, Brown Tinted Glass
moreplanets:green_tinted_glass, Green Tinted Glass
moreplanets:red_tinted_glass, Red Tinted Glass
moreplanets:black_tinted_glass, Black Tinted Glass
moreplanets:tinted_glass_pane, Tinted Glass Pane
moreplanets:white_tinted_glass_pane, White Tinted Glass Pane
moreplanets:orange_tinted_glass_pane, Orange Tinted Glass Pane
moreplanets:magenta_tinted_glass_pane, Magenta Tinted Glass Pane
moreplanets:light_blue_tinted_glass_pane, Light Blue Tinted Glass Pane
moreplanets:yellow_tinted_glass_pane, Yellow Tinted Glass Pane
moreplanets:lime_tinted_glass_pane, Lime Tinted Glass Pane
moreplanets:pink_tinted_glass_pane, Pink Tinted Glass Pane
moreplanets:gray_tinted_glass_pane, Gray Tinted Glass Pane
moreplanets:silver_tinted_glass_pane, Light Gray Tinted Glass Pane
moreplanets:cyan_tinted_glass_pane, Cyan Tinted Glass Pane
moreplanets:purple_tinted_glass_pane, Purple Tinted Glass Pane
moreplanets:blue_tinted_glass_pane, Blue Tinted Glass Pane
moreplanets:brown_tinted_glass_pane, Brown Tinted Glass Pane
moreplanets:green_tinted_glass_pane, Green Tinted Glass Pane
moreplanets:red_tinted_glass_pane, Red Tinted Glass Pane
moreplanets:black_tinted_glass_pane, Black Tinted Glass Pane
moreplanets:diona_cobblestone_wall, Diona Cobblestone Wall
moreplanets:chalos_cobblestone_wall, Chalos Cobblestone Wall
moreplanets:nibiru_cobblestone_wall, Nibiru Cobblestone Wall
moreplanets:diona_dungeon_brick_wall, Diona Dungeon Brick Wall
moreplanets:chalos_dungeon_brick_wall, Chalos Dungeon Brick Wall
moreplanets:nibiru_dungeon_brick_wall, Nibiru Dungeon Brick Wall
moreplanets:polished_tin_decoration_block, Polished Tin Decoration Block
moreplanets:polished_aluminum_decoration_block, Polished Aluminum Decoration Block
moreplanets:dungeon_glowstone, Dungeon Glowstone
moreplanets:fronos_grass_block, Fronos Grass Block
moreplanets:fronos_dirt, Fronos Dirt
moreplanets:fronos_coarse_dirt, Fronos Coarse Dirt
moreplanets:fronos_farmland, Fronos Farmland
moreplanets:fronos_stone, Fronos Stone
moreplanets:fronos_cobblestone, Fronos Cobblestone
moreplanets:fronos_stone_bricks, Fronos Stone Bricks
moreplanets:fronos_mossy_stone_bricks, Fronos Mossy Stone Bricks
moreplanets:fronos_cracked_stone_bricks, Fronos Cracked Stone Bricks
moreplanets:fronos_chiseled_stone_bricks, Fronos Chiseled Stone Bricks
moreplanets:fronos_dungeon_brick, Fronos Dungeon Brick
moreplanets:fronos_iron_ore, Iron Ore
moreplanets:fronos_gold_ore, Gold Ore
moreplanets:fronos_tin_ore, Tin Ore
moreplanets:fronos_copper_ore, Copper Ore
moreplanets:fronos_aluminum_ore, Aluminum Ore
moreplanets:fronos_lead_ore, Lead Ore
moreplanets:fronos_coal_ore, Coal Ore
moreplanets:fronos_lapis_ore, Lapis Ore
moreplanets:fronos_diamond_ore, Diamond Ore
moreplanets:fronos_emerald_ore, Emerald Ore
moreplanets:fronos_redstone_ore, Redstone Ore
moreplanets:fronos_silicon_ore, Silicon Ore
moreplanets:fronos_quartz_ore, Quartz Ore
moreplanets:extrailonite_ore, Extrailonite Ore
moreplanets:red_candy_cane, Red Candy Cane
moreplanets:green_candy_cane, Green Candy Cane
moreplanets:blue_candy_cane, Blue Candy Cane
moreplanets:orange_candy_cane, Orange Candy Cane
moreplanets:pink_candy_cane, Pink Candy Cane
moreplanets:yellow_candy_cane, Yellow Candy Cane
moreplanets:purple_candy_cane, Purple Candy Cane
moreplanets:rainbow_candy_cane, Rainbow Candy Cane
moreplanets:grape_jelly_block, Grape Jelly Block
moreplanets:raspberry_jelly_block, Raspberry Jelly Block
moreplanets:strawberry_jelly_block, Strawberry Jelly Block
moreplanets:berry_jelly_block, Berry Jelly Block
moreplanets:lime_jelly_block, Lime Jelly Block
moreplanets:orange_jelly_block, Orange Jelly Block
moreplanets:green_jelly_block, Green Jelly Block
moreplanets:lemon_jelly_block, Lemon Jelly Block
moreplanets:diona_surface_rock, Diona Surface Rock
moreplanets:diona_sub_surface_rock, Diona Sub-Surface Rock
moreplanets:diona_rock, Diona Rock
moreplanets:diona_cobblestone, Diona Cobblestone
moreplanets:setrorium_ore, Setrorium Ore
moreplanets:illenium_ore, Illenium Ore
moreplanets:diona_tin_ore, Tin Ore
moreplanets:diona_copper_ore, Copper Ore
moreplanets:diona_aluminum_ore, Aluminum Ore
moreplanets:setrorium_block, Block of Setrorium
moreplanets:illenium_block, Block of Illenium
moreplanets:diona_dungeon_brick, Diona Dungeon Brick
moreplanets:infected_purlonite_segment, Infected Purlonite Segment
moreplanets:infected_purlonite_eye_core, Infected Purlonite Eye Core
moreplanets:infected_purlonite_ender_core, Infected Purlonite Ender Core
moreplanets:albetius_worm_egg_rock, Albetius Worm Egg Rock
moreplanets:infected_purlonite_planks, Infected Purlonite Planks
moreplanets:infected_purlonite_fence, Infected Purlonite Fence
moreplanets:diona_ancient_chest, Diona Ancient Chest
moreplanets:diona_treasure_chest, Diona Treasure Chest
moreplanets:zelius_egg, Zelius Egg
moreplanets:infected_purlonite_cobweb, Infected Purlonite Cobweb
moreplanets:infected_purlonite_torch, Infected Purlonite Torch
moreplanets:infected_purlonite_crystal, Infected Purlonite Crystal
moreplanets:alien_miner_blood, Alien Miner Blood
moreplanets:infected_purlonite_slime_block, Infected Purlonite Slime Block
moreplanets:dark_energy_core, Dark Energy Core
moreplanets:infected_purlonite_water_fluid, Infected Purlonite Water
moreplanets:infected_purlonite_lava_fluid, Infected Purlonite Lava
moreplanets:diona_cobblestone_stairs, Diona Cobblestone Stairs
moreplanets:diona_dungeon_brick_stairs, Diona Dungeon Brick Stairs
moreplanets:dark_energy_generator, Dark Energy Generator
moreplanets:glowing_iron_block, Block of Glowing Iron
moreplanets:crashed_alien_probe, Crashed Alien Probe
moreplanets:koentus_regolith, Koentus Regolith
moreplanets:koentus_fine_regolith, Koentus Fine Regolith
moreplanets:koentus_rock, Koentus Rock
moreplanets:koentus_cobblestone, Koentus Cobblestone
moreplanets:anti_gravity_ore, Anti Gravity Ore
moreplanets:goldenite_crystals_ore, Goldenite Crystals Ore
moreplanets:koentus_tin_ore, Tin Ore
moreplanets:koentus_copper_ore, Copper Ore
moreplanets:koentus_aluminum_ore, Aluminum Ore
moreplanets:koentus_iron_ore, Iron Ore
moreplanets:anti_gravity_fragments_block, Block of Anti Gravity Fragments
moreplanets:goldenite_crystals_block, Block of Goldenite Crystals
moreplanets:koentus_dungeon_brick, Koentus Dungeon Brick
moreplanets:fallen_koentus_meteor, Fallen Koentus Meteor
moreplanets:koentus_ice, Koentus Ice
moreplanets:white_glowing_hardened_ice, White Glowing Hardened Ice
moreplanets:orange_glowing_hardened_ice, Orange Glowing Hardened Ice
moreplanets:magenta_glowing_hardened_ice, Magenta Glowing Hardened Ice
moreplanets:light_blue_glowing_hardened_ice, Light Blue Glowing Hardened Ice
moreplanets:yellow_glowing_hardened_ice, Yellow Glowing Hardened Ice
moreplanets:lime_glowing_hardened_ice, Lime Glowing Hardened Ice
moreplanets:pink_glowing_hardened_ice, Pink Glowing Hardened Ice
moreplanets:gray_glowing_hardened_ice, Gray Glowing Hardened Ice
moreplanets:silver_glowing_hardened_ice, Silver Glowing Hardened Ice
moreplanets:cyan_glowing_hardened_ice, Cyan Glowing Hardened Ice
moreplanets:purple_glowing_hardened_ice, Purple Glowing Hardened Ice
moreplanets:blue_glowing_hardened_ice, Blue Glowing Hardened Ice
moreplanets:brown_glowing_hardened_ice, Brown Glowing Hardened Ice
moreplanets:green_glowing_hardened_ice, Green Glowing Hardened Ice
moreplanets:red_glowing_hardened_ice, Red Glowing Hardened Ice
moreplanets:black_glowing_hardened_ice, Black Glowing Hardened Ice
moreplanets:creep_block, Creep Block
moreplanets:gravity_creep_block, Gravity Creep Block
moreplanets:gravity_creep_extractor, Gravity Creep Extractor
moreplanets:gravity_creep_vines, Gravity Creep Vines
moreplanets:chalos_rock, Chalos Rock
moreplanets:chalos_cobblestone, Chalos Cobblestone
moreplanets:diremsium_ore, Diremsium Ore
moreplanets:zyptorium_ore, Zyptorium Ore
moreplanets:cheese_milk_ore, Cheese Milk Ore
moreplanets:chalos_iron_ore, Iron Ore
moreplanets:chalos_tin_ore, Tin Ore
moreplanets:chalos_copper_ore, Copper Ore
moreplanets:chalos_aluminum_ore, Aluminum Ore
moreplanets:diremsium_block, Block of Diremsium
moreplanets:zyptorium_block, Block of Zyptorium
moreplanets:chalos_dungeon_brick, Chalos Dungeon Brick
moreplanets:cheese_grass_block, Cheese Grass Block
moreplanets:cheese_dirt, Cheese Dirt
moreplanets:cheese_coarse_dirt, Cheese Coarse Dirt
moreplanets:cheese_spore_stem, Cheese Spore Stem
moreplanets:cheese_spore_block, Cheese Spore
moreplanets:cheese_spore_planks, Cheese Spore Planks
moreplanets:cheese_slime_block, Cheese Slime Block
moreplanets:chalos_ancient_chest, Chalos Ancient Chest
moreplanets:chalos_treasure_chest, Chalos Treasure Chest
moreplanets:cheese_milk_cake, Cheese Milk Cake
moreplanets:cheese_spore_flower, Cheese Spore Flower
moreplanets:cheese_grass, Cheese Grass
moreplanets:cheese_farmland, Cheese Farmland
moreplanets:cheese_milk_fluid, Cheese Milk
moreplanets:gaseous_cheese_milk, Gaseous Cheese Milk
moreplanets:cheese_tall_grass, Cheese Tall Grass
moreplanets:cheese_spore_crafting_table, Cheese Spore Crafting Table
moreplanets:cheese_spore_chest, Cheese Spore Chest
moreplanets:chalos_cobblestone_stairs, Chalos Cobblestone Stairs
